utterance_id,source,target
8-PMUL3395,u-34,s-58
9-PMUL3395,s-58,u-47
10-PMUL3395,u-47,s-73
11-PMUL3395,s-73,u-47
12-PMUL3395,u-47,s-41
0-PMUL3825,u-0,s-13
1-PMUL3825,s-13,u-5
2-PMUL3825,u-5,s-22
3-PMUL3825,s-22,u-40
4-PMUL3825,u-40,s-48
5-PMUL3825,s-48,u-16
6-PMUL3825,u-16,s-27
7-PMUL3825,s-27,u-57
8-PMUL3825,u-57,s-52
9-PMUL3825,s-52,u-47
10-PMUL3825,u-47,s-39
0-SNG02314,u-32,s-53
1-SNG02314,s-53,u-57
2-SNG02314,u-57,s-53
3-SNG02314,s-53,u-56
4-SNG02314,u-56,s-54
5-SNG02314,s-54,u-46
6-SNG02314,u-46,s-46
0-PMUL2641,u-27,s-73
1-PMUL2641,s-73,u-15
2-PMUL2641,u-15,s-73
3-PMUL2641,s-73,u-43
4-PMUL2641,u-43,s-26
5-PMUL2641,s-26,u-21
6-PMUL2641,u-21,s-25
7-PMUL2641,s-25,u-14
8-PMUL2641,u-14,s-26
9-PMUL2641,s-26,u-34
10-PMUL2641,u-34,s-75
11-PMUL2641,s-75,u-36
12-PMUL2641,u-36,s-61
13-PMUL2641,s-61,u-47
14-PMUL2641,u-47,s-66
15-PMUL2641,s-66,u-9
16-PMUL2641,u-9,s-22
17-PMUL2641,s-22,u-9
18-PMUL2641,u-9,s-1
19-PMUL2641,s-1,u-46
20-PMUL2641,u-46,s-41
0-PMUL0449,u-25,s-23
1-PMUL0449,s-23,u-23
2-PMUL0449,u-23,s-23
3-PMUL0449,s-23,u-39
4-PMUL0449,u-39,s-14
5-PMUL0449,s-14,u-11
6-PMUL0449,u-11,s-3
7-PMUL0449,s-3,u-20
8-PMUL0449,u-20,s-54
9-PMUL0449,s-54,u-56
10-PMUL0449,u-56,s-54
11-PMUL0449,s-54,u-9
12-PMUL0449,u-9,s-6
13-PMUL0449,s-6,u-10
14-PMUL0449,u-10,s-1
15-PMUL0449,s-1,u-46
16-PMUL0449,u-46,s-41
0-PMUL0143,u-25,s-62
1-PMUL0143,s-62,u-11
2-PMUL0143,u-11,s-4
3-PMUL0143,s-4,u-51
4-PMUL0143,u-51,s-63
5-PMUL0143,s-63,u-14
6-PMUL0143,u-14,s-29
7-PMUL0143,s-29,u-11
8-PMUL0143,u-11,s-4
9-PMUL0143,s-4,u-61
10-PMUL0143,u-61,s-3
11-PMUL0143,s-3,u-47
12-PMUL0143,u-47,s-41
0-PMUL2202,u-25,s-70
1-PMUL2202,s-70,u-24
2-PMUL2202,u-24,s-23
3-PMUL2202,s-23,u-22
4-PMUL2202,u-22,s-23
5-PMUL2202,s-23,u-11
6-PMUL2202,u-11,s-3
7-PMUL2202,s-3,u-29
8-PMUL2202,u-29,s-74
9-PMUL2202,s-74,u-28
10-PMUL2202,u-28,s-62
11-PMUL2202,s-62,u-56
12-PMUL2202,u-56,s-61
13-PMUL2202,s-61,u-46
14-PMUL2202,u-46,s-37
0-PMUL3029,u-4,s-13
1-PMUL3029,s-13,u-5
2-PMUL3029,u-5,s-20
3-PMUL3029,s-20,u-40
4-PMUL3029,u-40,s-15
5-PMUL3029,s-15,u-0
6-PMUL3029,u-0,s-72
7-PMUL3029,s-72,u-61
8-PMUL3029,u-61,s-3
9-PMUL3029,s-3,u-46
10-PMUL3029,u-46,s-64
0-PMUL2043,u-0,s-23
1-PMUL2043,s-23,u-25
2-PMUL2043,u-25,s-73
3-PMUL2043,s-73,u-25
4-PMUL2043,u-25,s-23
5-PMUL2043,s-23,u-22
6-PMUL2043,u-22,s-23
7-PMUL2043,s-23,u-42
8-PMUL2043,u-42,s-23
9-PMUL2043,s-23,u-61
10-PMUL2043,u-61,s-14
11-PMUL2043,s-14,u-25
12-PMUL2043,u-25,s-21
13-PMUL2043,s-21,u-41
14-PMUL2043,u-41,s-3
15-PMUL2043,s-3,u-34
16-PMUL2043,u-34,s-75
17-PMUL2043,s-75,u-56
18-PMUL2043,u-56,s-77
19-PMUL2043,s-77,u-56
20-PMUL2043,u-56,s-67
21-PMUL2043,s-67,u-9
22-PMUL2043,u-9,s-6
23-PMUL2043,s-6,u-6
24-PMUL2043,u-6,s-10
25-PMUL2043,s-10,u-8
26-PMUL2043,u-8,s-3
0-WOZ20594,u-25,s-23
1-WOZ20594,s-23,u-23
2-WOZ20594,u-23,s-23
3-WOZ20594,s-23,u-56
4-WOZ20594,u-56,s-54
5-WOZ20594,s-54,u-46
6-WOZ20594,u-46,s-46
0-SNG01933,u-9,s-9
1-SNG01933,s-9,u-6
2-SNG01933,u-6,s-1
3-SNG01933,s-1,u-47
4-SNG01933,u-47,s-1
5-SNG01933,s-1,u-52
6-SNG01933,u-52,s-43
0-SNG02306,u-33,s-53
1-SNG02306,s-53,u-56
2-SNG02306,u-56,s-56
3-SNG02306,s-56,u-47
4-SNG02306,u-47,s-63
5-SNG02306,s-63,u-46
6-SNG02306,u-46,s-45
0-MUL2380,u-28,s-77
1-MUL2380,s-77,u-35
2-MUL2380,u-35,s-59
3-MUL2380,s-59,u-56
4-MUL2380,u-56,s-54
5-MUL2380,s-54,u-25
6-MUL2380,u-25,s-23
7-MUL2380,s-23,u-37
8-MUL2380,u-37,s-23
9-MUL2380,s-23,u-56
10-MUL2380,u-56,s-54
11-MUL2380,s-54,u-9
12-MUL2380,u-9,s-10
13-MUL2380,s-10,u-8
14-MUL2380,u-8,s-1
15-MUL2380,s-1,u-9
16-MUL2380,u-9,s-67
17-MUL2380,s-67,u-47
18-MUL2380,u-47,s-41
0-PMUL3393,u-29,s-28
1-PMUL3393,s-28,u-14
2-PMUL3393,u-14,s-69
3-PMUL3393,s-69,u-29
4-PMUL3393,u-29,s-29
5-PMUL3393,s-29,u-61
6-PMUL3393,u-61,s-3
0-PMUL0378,u-17,s-73
1-PMUL0378,s-73,u-37
2-PMUL0378,u-37,s-25
3-PMUL0378,s-25,u-11
4-PMUL0378,u-11,s-13
5-PMUL0378,s-13,u-16
6-PMUL0378,u-16,s-58
7-PMUL0378,s-58,u-11
8-PMUL0378,u-11,s-22
9-PMUL0378,s-22,u-39
10-PMUL0378,u-39,s-4
11-PMUL0378,s-4,u-11
12-PMUL0378,u-11,s-3
13-PMUL0378,s-3,u-47
14-PMUL0378,u-47,s-41
0-MUL0851,u-25,s-70
1-MUL0851,s-70,u-25
2-MUL0851,u-25,s-23
3-MUL0851,s-23,u-56
4-MUL0851,u-56,s-54
5-MUL0851,s-54,u-34
6-MUL0851,u-34,s-54
7-MUL0851,s-54,u-49
8-MUL0851,u-49,s-63
9-MUL0851,s-63,u-9
10-MUL0851,u-9,s-1
11-MUL0851,s-1,u-47
12-MUL0851,u-47,s-41
0-PMUL3289,u-0,s-62
1-PMUL3289,s-62,u-11
2-PMUL3289,u-11,s-3
3-PMUL3289,s-3,u-61
4-PMUL3289,u-61,s-3
5-PMUL3289,s-3,u-28
6-PMUL3289,u-28,s-76
7-PMUL3289,s-76,u-56
8-PMUL3289,u-56,s-54
9-PMUL3289,s-54,u-56
10-PMUL3289,u-56,s-63
11-PMUL3289,s-63,u-9
12-PMUL3289,u-9,s-2
13-PMUL3289,s-2,u-16
14-PMUL3289,u-16,s-1
15-PMUL3289,s-1,u-47
16-PMUL3289,u-47,s-63
17-PMUL3289,s-63,u-54
18-PMUL3289,u-54,s-38
0-SNG02333,u-30,s-52
1-SNG02333,s-52,u-47
2-SNG02333,u-47,s-40
0-PMUL1258,u-28,s-68
1-PMUL1258,s-68,u-35
2-PMUL1258,u-35,s-59
3-PMUL1258,s-59,u-56
4-PMUL1258,u-56,s-59
5-PMUL1258,s-59,u-0
6-PMUL1258,u-0,s-6
7-PMUL1258,s-6,u-0
8-PMUL1258,u-0,s-20
9-PMUL1258,s-20,u-61
10-PMUL1258,u-61,s-5
11-PMUL1258,s-5,u-47
12-PMUL1258,u-47,s-43
0-SNG01199,u-9,s-10
1-SNG01199,s-10,u-7
2-SNG01199,u-7,s-0
3-SNG01199,s-0,u-46
4-SNG01199,u-46,s-41
0-SNG1059,u-42,s-73
1-SNG1059,s-73,u-28
2-SNG1059,u-28,s-58
3-SNG1059,s-58,u-56
4-SNG1059,u-56,s-54
5-SNG1059,s-54,u-47
6-SNG1059,u-47,s-41
0-SNG01635,u-30,s-52
1-SNG01635,s-52,u-56
2-SNG01635,u-56,s-54
3-SNG01635,s-54,u-47
4-SNG01635,u-47,s-41
0-MUL0085,u-25,s-23
1-MUL0085,s-23,u-29
2-MUL0085,u-29,s-22
3-MUL0085,s-22,u-61
4-MUL0085,u-61,s-4
5-MUL0085,s-4,u-14
6-MUL0085,u-14,s-28
7-MUL0085,s-28,u-17
8-MUL0085,u-17,s-69
9-MUL0085,s-69,u-41
10-MUL0085,u-41,s-62
11-MUL0085,s-62,u-61
12-MUL0085,u-61,s-3
13-MUL0085,s-3,u-9
14-MUL0085,u-9,s-1
15-MUL0085,s-1,u-11
16-MUL0085,u-11,s-3
17-MUL0085,s-3,u-0
18-MUL0085,u-0,s-41
0-SNG01864,u-31,s-53
1-SNG01864,s-53,u-46
2-SNG01864,u-46,s-34
0-PMUL1753,u-20,s-28
1-PMUL1753,s-28,u-44
2-PMUL1753,u-44,s-28
3-PMUL1753,s-28,u-37
4-PMUL1753,u-37,s-26
5-PMUL1753,s-26,u-11
6-PMUL1753,u-11,s-4
7-PMUL1753,s-4,u-46
8-PMUL1753,u-46,s-38
0-SNG02290,u-14,s-28
1-SNG02290,s-28,u-20
2-SNG02290,u-20,s-29
3-SNG02290,s-29,u-57
4-SNG02290,u-57,s-52
5-SNG02290,s-52,u-47
6-SNG02290,u-47,s-34
7-SNG02290,s-34,u-46
8-SNG02290,u-46,s-33
0-PMUL2892,u-34,s-77
1-PMUL2892,s-77,u-56
2-PMUL2892,u-56,s-54
3-PMUL2892,s-54,u-27
4-PMUL2892,u-27,s-28
5-PMUL2892,s-28,u-20
6-PMUL2892,u-20,s-73
7-PMUL2892,s-73,u-18
8-PMUL2892,u-18,s-29
9-PMUL2892,s-29,u-16
10-PMUL2892,u-16,s-26
11-PMUL2892,s-26,u-56
12-PMUL2892,u-56,s-54
13-PMUL2892,s-54,u-9
14-PMUL2892,u-9,s-6
15-PMUL2892,s-6,u-6
16-PMUL2892,u-6,s-1
17-PMUL2892,s-1,u-9
18-PMUL2892,u-9,s-36
0-SNG01552,u-9,s-52
1-SNG01552,s-52,u-47
2-SNG01552,u-47,s-33
3-SNG01552,s-33,u-46
4-SNG01552,u-46,s-41
0-SNG1197,u-9,s-10
1-SNG1197,s-10,u-9
2-SNG1197,u-9,s-1
3-SNG1197,s-1,u-47
4-SNG1197,u-47,s-46
0-PMUL1609,u-0,s-13
1-PMUL1609,s-13,u-6
2-PMUL1609,u-6,s-48
3-PMUL1609,s-48,u-0
4-PMUL1609,u-0,s-5
5-PMUL1609,s-5,u-27
6-PMUL1609,u-27,s-69
7-PMUL1609,s-69,u-20
8-PMUL1609,u-20,s-28
9-PMUL1609,s-28,u-48
10-PMUL1609,u-48,s-29
11-PMUL1609,s-29,u-14
12-PMUL1609,u-14,s-29
13-PMUL1609,s-29,u-56
14-PMUL1609,u-56,s-58
15-PMUL1609,s-58,u-47
16-PMUL1609,u-47,s-36
0-SNG01319,u-30,s-52
1-SNG01319,s-52,u-56
2-SNG01319,u-56,s-67
3-SNG01319,s-67,u-57
4-SNG01319,u-57,s-52
5-SNG01319,s-52,u-46
6-SNG01319,u-46,s-41
0-PMUL3823,u-16,s-28
1-PMUL3823,s-28,u-20
2-PMUL3823,u-20,s-69
3-PMUL3823,s-69,u-37
4-PMUL3823,u-37,s-52
5-PMUL3823,s-52,u-11
6-PMUL3823,u-11,s-4
7-PMUL3823,s-4,u-25
8-PMUL3823,u-25,s-70
9-PMUL3823,s-70,u-25
10-PMUL3823,u-25,s-23
11-PMUL3823,s-23,u-22
12-PMUL3823,u-22,s-54
13-PMUL3823,s-54,u-11
14-PMUL3823,u-11,s-3
15-PMUL3823,s-3,u-9
16-PMUL3823,u-9,s-8
17-PMUL3823,s-8,u-44
18-PMUL3823,u-44,s-47
19-PMUL3823,s-47,u-10
20-PMUL3823,u-10,s-1
21-PMUL3823,s-1,u-46
22-PMUL3823,u-46,s-46
0-MUL2413,u-25,s-23
1-MUL2413,s-23,u-11
2-MUL2413,u-11,s-4
3-MUL2413,s-4,u-28
4-MUL2413,u-28,s-74
5-MUL2413,s-74,u-60
6-MUL2413,u-60,s-61
7-MUL2413,s-61,u-56
8-MUL2413,u-56,s-54
9-MUL2413,s-54,u-9
10-MUL2413,u-9,s-1
11-MUL2413,s-1,u-47
12-MUL2413,u-47,s-41
13-MUL2413,s-41,u-47
14-MUL2413,u-47,s-65
0-SSNG0089,u-25,s-73
1-SSNG0089,s-73,u-11
2-SSNG0089,u-11,s-3
3-SSNG0089,s-3,u-47
4-SSNG0089,u-47,s-41
0-MUL1805,u-0,s-9
1-MUL1805,s-9,u-5
2-MUL1805,u-5,s-17
3-MUL1805,s-17,u-61
4-MUL1805,u-61,s-3
5-MUL1805,s-3,u-28
6-MUL1805,u-28,s-74
7-MUL1805,s-74,u-56
8-MUL1805,u-56,s-54
9-MUL1805,s-54,u-60
10-MUL1805,u-60,s-61
11-MUL1805,s-61,u-47
12-MUL1805,u-47,s-63
13-MUL1805,s-63,u-47
14-MUL1805,u-47,s-30
0-PMUL2155,u-28,s-76
1-PMUL2155,s-76,u-25
2-PMUL2155,u-25,s-70
3-PMUL2155,s-70,u-25
4-PMUL2155,u-25,s-23
5-PMUL2155,s-23,u-11
6-PMUL2155,u-11,s-3
7-PMUL2155,s-3,u-9
8-PMUL2155,u-9,s-2
9-PMUL2155,s-2,u-7
10-PMUL2155,u-7,s-27
11-PMUL2155,s-27,u-0
12-PMUL2155,u-0,s-2
13-PMUL2155,s-2,u-9
14-PMUL2155,u-9,s-1
15-PMUL2155,s-1,u-47
16-PMUL2155,u-47,s-36
0-PMUL2679,u-28,s-24
1-PMUL2679,s-24,u-0
2-PMUL2679,u-0,s-22
3-PMUL2679,s-22,u-11
4-PMUL2679,u-11,s-3
5-PMUL2679,s-3,u-39
6-PMUL2679,u-39,s-3
7-PMUL2679,s-3,u-28
8-PMUL2679,u-28,s-75
9-PMUL2679,s-75,u-56
10-PMUL2679,u-56,s-59
11-PMUL2679,s-59,u-9
12-PMUL2679,u-9,s-7
13-PMUL2679,s-7,u-8
14-PMUL2679,u-8,s-1
15-PMUL2679,s-1,u-46
16-PMUL2679,u-46,s-41
0-PMUL1861,u-0,s-7
1-PMUL1861,s-7,u-0
2-PMUL1861,u-0,s-48
3-PMUL1861,s-48,u-1
4-PMUL1861,u-1,s-19
5-PMUL1861,s-19,u-16
6-PMUL1861,u-16,s-28
7-PMUL1861,s-28,u-20
8-PMUL1861,u-20,s-27
9-PMUL1861,s-27,u-14
10-PMUL1861,u-14,s-29
11-PMUL1861,s-29,u-61
12-PMUL1861,u-61,s-4
13-PMUL1861,s-4,u-47
14-PMUL1861,u-47,s-41
0-PMUL0199,u-25,s-23
1-PMUL0199,s-23,u-25
2-PMUL0199,u-25,s-68
3-PMUL0199,s-68,u-24
4-PMUL0199,u-24,s-23
5-PMUL0199,s-23,u-56
6-PMUL0199,u-56,s-68
7-PMUL0199,s-68,u-36
8-PMUL0199,u-36,s-54
9-PMUL0199,s-54,u-15
10-PMUL0199,u-15,s-72
11-PMUL0199,s-72,u-11
12-PMUL0199,u-11,s-4
13-PMUL0199,s-4,u-15
14-PMUL0199,u-15,s-3
15-PMUL0199,s-3,u-47
16-PMUL0199,u-47,s-63
0-SNG02212,u-30,s-75
1-SNG02212,s-75,u-56
2-SNG02212,u-56,s-58
3-SNG02212,s-58,u-56
4-SNG02212,u-56,s-54
5-SNG02212,s-54,u-54
6-SNG02212,u-54,s-2
7-SNG02212,s-2,u-46
8-SNG02212,u-46,s-46
0-PMUL4954,u-0,s-73
1-PMUL4954,s-73,u-0
2-PMUL4954,u-0,s-20
3-PMUL4954,s-20,u-39
4-PMUL4954,u-39,s-15
5-PMUL4954,s-15,u-40
6-PMUL4954,u-40,s-18
7-PMUL4954,s-18,u-25
8-PMUL4954,u-25,s-23
9-PMUL4954,s-23,u-11
10-PMUL4954,u-11,s-3
11-PMUL4954,s-3,u-46
12-PMUL4954,u-46,s-47
0-MUL0698,u-0,s-8
1-MUL0698,s-8,u-0
2-MUL0698,u-0,s-17
3-MUL0698,s-17,u-0
4-MUL0698,u-0,s-48
5-MUL0698,s-48,u-1
6-MUL0698,u-1,s-19
7-MUL0698,s-19,u-20
8-MUL0698,u-20,s-25
9-MUL0698,s-25,u-16
10-MUL0698,u-16,s-67
11-MUL0698,s-67,u-47
12-MUL0698,u-47,s-65
0-SNG01818,u-31,s-53
1-SNG01818,s-53,u-56
2-SNG01818,u-56,s-56
3-SNG01818,s-56,u-47
4-SNG01818,u-47,s-63
5-SNG01818,s-63,u-54
6-SNG01818,u-54,s-30
0-SSNG0374,u-27,s-28
1-SSNG0374,s-28,u-15
2-SSNG0374,u-15,s-28
3-SSNG0374,s-28,u-11
4-SSNG0374,u-11,s-3
5-SSNG0374,s-3,u-54
6-SSNG0374,u-54,s-63
0-SNG01705,u-33,s-53
1-SNG01705,s-53,u-56
2-SNG01705,u-56,s-53
3-SNG01705,s-53,u-49
4-SNG01705,u-49,s-63
5-SNG01705,s-63,u-54
6-SNG01705,u-54,s-40
0-PMUL3954,u-2,s-17
1-PMUL3954,s-17,u-0
2-PMUL3954,u-0,s-17
3-PMUL3954,s-17,u-12
4-PMUL3954,u-12,s-3
5-PMUL3954,s-3,u-43
6-PMUL3954,u-43,s-69
7-PMUL3954,s-69,u-37
8-PMUL3954,u-37,s-26
9-PMUL3954,s-26,u-11
10-PMUL3954,u-11,s-3
11-PMUL3954,s-3,u-47
12-PMUL3954,u-47,s-2
13-PMUL3954,s-2,u-9
14-PMUL3954,u-9,s-38
15-PMUL3954,s-38,u-46
16-PMUL3954,u-46,s-41
0-WOZ20488,u-25,s-23
1-WOZ20488,s-23,u-22
2-WOZ20488,u-22,s-23
3-WOZ20488,s-23,u-56
4-WOZ20488,u-56,s-57
5-WOZ20488,s-57,u-46
6-WOZ20488,u-46,s-41
0-PMUL1371,u-0,s-17
1-PMUL1371,s-17,u-3
2-PMUL1371,u-3,s-17
3-PMUL1371,s-17,u-0
4-PMUL1371,u-0,s-20
5-PMUL1371,s-20,u-1
6-PMUL1371,u-1,s-18
7-PMUL1371,s-18,u-0
8-PMUL1371,u-0,s-52
9-PMUL1371,s-52,u-25
10-PMUL1371,u-25,s-70
11-PMUL1371,s-70,u-0
12-PMUL1371,u-0,s-62
13-PMUL1371,s-62,u-56
14-PMUL1371,u-56,s-54
15-PMUL1371,s-54,u-48
16-PMUL1371,u-48,s-37
0-PMUL3373,u-20,s-27
1-PMUL3373,s-27,u-45
2-PMUL3373,u-45,s-29
3-PMUL3373,s-29,u-57
4-PMUL3373,u-57,s-54
5-PMUL3373,s-54,u-37
6-PMUL3373,u-37,s-69
7-PMUL3373,s-69,u-28
8-PMUL3373,u-28,s-76
9-PMUL3373,s-76,u-36
10-PMUL3373,u-36,s-60
11-PMUL3373,s-60,u-9
12-PMUL3373,u-9,s-1
13-PMUL3373,s-1,u-47
14-PMUL3373,u-47,s-38
0-PMUL4549,u-24,s-23
1-PMUL4549,s-23,u-37
2-PMUL4549,u-37,s-23
3-PMUL4549,s-23,u-56
4-PMUL4549,u-56,s-52
5-PMUL4549,s-52,u-0
6-PMUL4549,u-0,s-6
7-PMUL4549,s-6,u-7
8-PMUL4549,u-7,s-13
9-PMUL4549,s-13,u-5
10-PMUL4549,u-5,s-17
11-PMUL4549,s-17,u-0
12-PMUL4549,u-0,s-17
13-PMUL4549,s-17,u-40
14-PMUL4549,u-40,s-5
15-PMUL4549,s-5,u-47
16-PMUL4549,u-47,s-45
0-SNG1246,u-9,s-7
1-SNG1246,s-7,u-6
2-SNG1246,u-6,s-1
3-SNG1246,s-1,u-46
4-SNG1246,u-46,s-41
0-PMUL2960,u-0,s-27
1-PMUL2960,s-27,u-37
2-PMUL2960,u-37,s-25
3-PMUL2960,s-25,u-47
4-PMUL2960,u-47,s-47
5-PMUL2960,s-47,u-34
6-PMUL2960,u-34,s-74
7-PMUL2960,s-74,u-11
8-PMUL2960,u-11,s-14
9-PMUL2960,s-14,u-51
10-PMUL2960,u-51,s-3
11-PMUL2960,s-3,u-9
12-PMUL2960,u-9,s-73
13-PMUL2960,s-73,u-29
14-PMUL2960,u-29,s-9
15-PMUL2960,s-9,u-29
16-PMUL2960,u-29,s-54
0-PMUL0427,u-38,s-73
1-PMUL0427,s-73,u-25
2-PMUL0427,u-25,s-23
3-PMUL0427,s-23,u-11
4-PMUL0427,u-11,s-3
5-PMUL0427,s-3,u-27
6-PMUL0427,u-27,s-72
7-PMUL0427,s-72,u-14
8-PMUL0427,u-14,s-71
9-PMUL0427,s-71,u-20
10-PMUL0427,u-20,s-24
11-PMUL0427,s-24,u-18
12-PMUL0427,u-18,s-67
13-PMUL0427,s-67,u-59
14-PMUL0427,u-59,s-23
15-PMUL0427,s-23,u-9
16-PMUL0427,u-9,s-8
17-PMUL0427,s-8,u-10
18-PMUL0427,u-10,s-1
19-PMUL0427,s-1,u-47
20-PMUL0427,u-47,s-41
0-PMUL4167,u-14,s-74
1-PMUL4167,s-74,u-42
2-PMUL4167,u-42,s-58
3-PMUL4167,s-58,u-11
4-PMUL4167,u-11,s-3
5-PMUL4167,s-3,u-47
6-PMUL4167,u-47,s-49
0-SNG1299,u-25,s-3
0-WOZ20258,u-25,s-23
1-WOZ20258,s-23,u-36
2-WOZ20258,u-36,s-23
3-WOZ20258,s-23,u-56
4-WOZ20258,u-56,s-54
5-WOZ20258,s-54,u-46
6-WOZ20258,u-46,s-40
0-SNG0405,u-3,s-17
1-SNG0405,s-17,u-0
2-SNG0405,u-0,s-12
3-SNG0405,s-12,u-0
4-SNG0405,u-0,s-17
5-SNG0405,s-17,u-0
6-SNG0405,u-0,s-3
7-SNG0405,s-3,u-47
8-SNG0405,u-47,s-64
0-SNG02310,u-30,s-57
1-SNG02310,s-57,u-56
2-SNG02310,u-56,s-56
3-SNG02310,s-56,u-47
4-SNG02310,u-47,s-38
0-SNG0415,u-0,s-9
1-SNG0415,s-9,u-0
2-SNG0415,u-0,s-18
3-SNG0415,s-18,u-61
4-SNG0415,u-61,s-3
5-SNG0415,s-3,u-47
6-SNG0415,u-47,s-41
0-SNG0218,u-30,s-57
1-SNG0218,s-57,u-56
2-SNG0218,u-56,s-52
3-SNG0218,s-52,u-47
4-SNG0218,u-47,s-63
5-SNG0218,s-63,u-47
6-SNG0218,u-47,s-33
0-SNG01622,u-9,s-6
1-SNG01622,s-6,u-6
2-SNG01622,u-6,s-8
3-SNG01622,s-8,u-6
4-SNG01622,u-6,s-7
5-SNG01622,s-7,u-9
6-SNG01622,u-9,s-1
7-SNG01622,s-1,u-46
8-SNG01622,u-46,s-63
0-PMUL1189,u-0,s-10
1-PMUL1189,s-10,u-0
2-PMUL1189,u-0,s-11
3-PMUL1189,s-11,u-7
4-PMUL1189,u-7,s-48
5-PMUL1189,s-48,u-26
6-PMUL1189,u-26,s-20
7-PMUL1189,s-20,u-56
8-PMUL1189,u-56,s-15
9-PMUL1189,s-15,u-26
10-PMUL1189,u-26,s-77
11-PMUL1189,s-77,u-56
12-PMUL1189,u-56,s-61
13-PMUL1189,s-61,u-47
14-PMUL1189,u-47,s-63
15-PMUL1189,s-63,u-47
16-PMUL1189,u-47,s-46
0-PMUL2337,u-25,s-70
1-PMUL2337,s-70,u-56
2-PMUL2337,u-56,s-57
3-PMUL2337,s-57,u-28
4-PMUL2337,u-28,s-58
5-PMUL2337,s-58,u-56
6-PMUL2337,u-56,s-54
7-PMUL2337,s-54,u-9
8-PMUL2337,u-9,s-10
9-PMUL2337,s-10,u-9
10-PMUL2337,u-9,s-2
11-PMUL2337,s-2,u-8
12-PMUL2337,u-8,s-1
13-PMUL2337,s-1,u-46
14-PMUL2337,u-46,s-41
0-SNG1349,u-26,s-71
1-SNG1349,s-71,u-36
2-SNG1349,u-36,s-77
3-SNG1349,s-77,u-26
4-SNG1349,u-26,s-52
5-SNG1349,s-52,u-47
6-SNG1349,u-47,s-46
0-WOZ20467,u-25,s-23
1-WOZ20467,s-23,u-56
2-WOZ20467,u-56,s-55
3-WOZ20467,s-55,u-46
4-WOZ20467,u-46,s-31
0-PMUL0402,u-25,s-70
1-PMUL0402,s-70,u-38
2-PMUL0402,u-38,s-23
3-PMUL0402,s-23,u-56
4-PMUL0402,u-56,s-54
5-PMUL0402,s-54,u-17
6-PMUL0402,u-17,s-25
7-PMUL0402,s-25,u-37
8-PMUL0402,u-37,s-69
9-PMUL0402,s-69,u-15
10-PMUL0402,u-15,s-24
11-PMUL0402,s-24,u-11
12-PMUL0402,u-11,s-3
13-PMUL0402,s-3,u-47
14-PMUL0402,u-47,s-41
0-PMUL4308,u-0,s-9
1-PMUL4308,s-9,u-6
2-PMUL4308,u-6,s-48
3-PMUL4308,s-48,u-61
4-PMUL4308,u-61,s-20
5-PMUL4308,s-20,u-11
6-PMUL4308,u-11,s-3
7-PMUL4308,s-3,u-16
8-PMUL4308,u-16,s-26
0-MUL0531,u-0,s-48
1-MUL0531,s-48,u-5
2-MUL0531,u-5,s-17
3-MUL0531,s-17,u-61
4-MUL0531,u-61,s-3
5-MUL0531,s-3,u-28
6-MUL0531,u-28,s-72
7-MUL0531,s-72,u-34
8-MUL0531,u-34,s-58
9-MUL0531,s-58,u-56
10-MUL0531,u-56,s-54
11-MUL0531,s-54,u-54
12-MUL0531,u-54,s-41
0-PMUL2026,u-23,s-71
1-PMUL2026,s-71,u-29
2-PMUL2026,u-29,s-23
3-PMUL2026,s-23,u-37
4-PMUL2026,u-37,s-58
5-PMUL2026,s-58,u-61
6-PMUL2026,u-61,s-4
7-PMUL2026,s-4,u-34
8-PMUL2026,u-34,s-74
9-PMUL2026,s-74,u-56
10-PMUL2026,u-56,s-52
11-PMUL2026,s-52,u-60
12-PMUL2026,u-60,s-58
13-PMUL2026,s-58,u-47
14-PMUL2026,u-47,s-63
15-PMUL2026,s-63,u-46
16-PMUL2026,u-46,s-43
0-PMUL0707,u-0,s-73
1-PMUL0707,s-73,u-41
2-PMUL0707,u-41,s-48
3-PMUL0707,s-48,u-8
4-PMUL0707,u-8,s-11
5-PMUL0707,s-11,u-1
6-PMUL0707,u-1,s-17
0-SNG1272,u-28,s-60
1-SNG1272,s-60,u-56
2-SNG1272,u-56,s-67
3-SNG1272,s-67,u-47
4-SNG1272,u-47,s-43
0-MUL1027,u-20,s-69
1-MUL1027,s-69,u-38
2-MUL1027,u-38,s-14
3-MUL1027,s-14,u-14
4-MUL1027,u-14,s-25
5-MUL1027,s-25,u-37
6-MUL1027,u-37,s-69
7-MUL1027,s-69,u-34
8-MUL1027,u-34,s-28
9-MUL1027,s-28,u-20
10-MUL1027,u-20,s-28
11-MUL1027,s-28,u-56
12-MUL1027,u-56,s-58
13-MUL1027,s-58,u-41
14-MUL1027,u-41,s-61
15-MUL1027,s-61,u-9
16-MUL1027,u-9,s-2
17-MUL1027,s-2,u-20
18-MUL1027,u-20,s-24
19-MUL1027,s-24,u-15
20-MUL1027,u-15,s-58
21-MUL1027,s-58,u-34
22-MUL1027,u-34,s-74
23-MUL1027,s-74,u-9
24-MUL1027,u-9,s-1
25-MUL1027,s-1,u-47
26-MUL1027,u-47,s-41
0-SNG1146,u-34,s-62
1-SNG1146,s-62,u-56
2-SNG1146,u-56,s-54
3-SNG1146,s-54,u-43
4-SNG1146,u-43,s-52
5-SNG1146,s-52,u-47
6-SNG1146,u-47,s-49
